SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
       1.000,   17498.895,    5816.926,       0.000,       0.000,       0.000,     412.214,       0.000,      10.805,      32.931,      18.962,      13.150,       0.000,       0.000,       0.000,    2275.210,    6680.658,   39227.976,    4820.513,    5521.306,     345.758,       0.940,       0.000,    1532.947,   11642.350,    1700.845,    4753.777,    2738.738,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    5635.751,       0.000,       0.000,     659.360,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     361.782,     789.118,     582.793,     815.667,      71.456,     307.385,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      23.003,       0.000,       0.000,       0.000,       0.640,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.992,       1.175,       0.000,       0.000,       2.087,       0.000,       0.000,       0.000,       0.000,       4.628,      52.008,      36.941,       0.000,       1.372,      13.481,      78.274,      26.449,       0.000,       4.733,       1.279,       0.000,       0.000,       0.366,       0.000,       0.000,     965.051,       0.501,       0.000,      36.436,      94.978,       1.112,       0.877,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.407,       0.498,       0.614,       0.096,       0.104,       0.000,       0.000,       0.000,       0.000,       0.000,      20.156,      11.011,      50.129,      11.235,     199.440,       0.942,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      41.592,       0.000,      10.034,       0.000,       0.000,       0.673,       0.462,       0.000,       0.000,       0.000,       0.000,       0.000,       2.049,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    3252.212,       0.002,       0.000,       0.000,       0.000,       0.000,   81221.991
       2.000,     674.342,   24821.057,      74.403,       0.000,       0.000,     451.231,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     141.376,     264.233,   30425.016,   83847.212,     854.836,     715.594,    1472.507,       0.000,       0.000,     177.907,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       7.247,    1641.725,       0.000,     177.022,      26.916,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      25.735,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     207.367,       0.000,       0.000,      14.143,       0.000,       0.000,       0.000,       0.000,       0.000,       2.927,       0.000,       0.000,       0.000,       7.409,      96.657,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.343,       0.420,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      36.353,      13.150,     169.442,      15.391,     775.851,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.141,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.284,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     453.531,       0.000,       0.000,       0.000,       0.000,       0.000,    4399.829
       3.000,       0.000,       0.000,      78.014,    5560.548,       0.000,       5.509,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      75.977,       0.000,       0.000,       0.000,       0.000,       0.000,     145.425,      52.407,       0.000,       0.000,      40.271,    3048.218,     481.171,     771.725,       0.000,       0.000,     230.627,       8.733,     208.889,       5.668,      86.362,       0.000,      67.766,       0.000,       1.621,       0.000,    1734.697,       0.000,       0.000,       0.000,       2.030,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.813,       0.000,       0.000,       0.620,       0.000,       0.000,       0.000,       0.000,      44.192,       0.000,       0.000,       0.000,     201.547,       0.000,       0.000,       0.000,       0.000,       0.950,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.420,       0.000,       0.000,       1.336,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.834,       0.000,       0.000,       1.147,       0.350,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       8.884,       0.000,       0.000,       0.000,       0.000,       0.000,   -1975.743
       4.000,       0.000,       0.000,       0.000,    1279.133,       0.000,       0.000,       0.000,     128.330,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    4139.892,    3226.363,     893.292,    4765.474,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      58.884,       0.000,       0.000,       0.000,       0.000,       0.000,    1177.790
       5.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     599.517,       0.000,       0.000,    1410.991,       0.000,     749.769,    5659.343,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      29.762,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     854.866,       0.000,       0.000,       0.000,       0.000,       1.128,       0.000,       0.000,       0.000,       2.122,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.431,       0.000,       0.000,       0.390,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      90.022,      22.448,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.935,       1.145,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      29.549,      12.394,     219.862,     322.226,    3904.688,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      85.323,       0.000,     131.105,       0.000,       0.000,       0.000,      48.017,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     488.683,       0.000,       0.000,       0.000,       0.000,       0.000,   -4816.914
       6.000,   15551.296,    2527.310,    2312.797,     194.874,      15.395,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      65.438,       0.000,       0.000,       5.228,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      59.829,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    1995.898,       0.000,       0.000,       0.000,       0.000,       0.000,      54.506
       7.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,   17538.487,       0.188,       0.781,       5.327,       0.812,   12099.956,   24109.753,      17.984,       0.000,       0.093,       0.071,       0.155,       0.000,       0.071,       0.103,       0.018,       0.072,       0.000,       0.035,       0.093,       0.249,       0.000,       0.261,       0.552,       0.131,       1.132,       0.000,       1.990,  361993.545,    2667.721,      39.835,      10.385,       5.740,       1.434,       5.872,     129.713,       1.189,       0.625,       0.000,       0.209,       0.070,       0.000,       0.482,       0.000,      43.552,       0.000,       0.305,       0.048,       0.000,       0.112,       0.099,       0.000,       0.000,       0.209,       0.108,       0.000,       0.011,       0.038,       0.039,       0.041,       0.037,       0.040,       0.043,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.273,       0.175,       0.000,       0.000,       0.181,       0.000,       0.099,       0.000,       0.149,       0.138,       0.000,       0.136,       0.130,       8.888,       2.173,       2.418,       1.218,       5.756,       0.000,       0.000,       0.000,       0.000,       0.356,      31.571,       0.000,       0.000,       1.208,       0.513,       0.079,       0.629,       0.290,       0.020,       1.344,       0.155,       0.234,       0.094,       0.160,       0.000,       0.435,       0.262,       0.206,       0.387,       0.081,       0.079,       0.089,       0.114,       0.429,       0.419,       1.712,       0.545,       0.254,       0.049,       0.449,       0.291,       0.025,      16.016,       0.208,       0.085,       0.259,       0.244,       1.295,       0.245,       0.000,       0.321,       5.230,       0.297,       0.901,       0.638,       0.786,       0.865,       0.443,       0.741,       0.073,       0.125,       0.454,       1.209,       4.443,       0.564,       0.193,       0.581,       0.025,       0.172,       0.092,       0.271,       0.214,       0.324,       0.616,       4.330,       6.855,      23.849,       2.138,       0.117,       0.175,       0.259,       0.097,       0.283,       0.701,       0.220,       0.000,       0.133,       2.339,       0.000,       0.000,     386.482,       1.739,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    3786.749,       0.000,       0.000,       0.000,    2040.974,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000, -207923.986
       8.000,       0.000,     940.550,       0.000,       1.044,       0.000,       0.000,      89.215,    3604.240,      69.858,      86.392,      16.802,   25756.319,       0.000,       0.000,       0.000,      95.882,     427.162,     139.468,     219.412,     147.715,     316.405,      30.017,     179.111,     108.226,     101.153,      74.896,     100.198,       0.600,       1.251,       2.910,       1.516,     983.573,     160.956,       0.000,    1604.625,     285.373,      62.192,      15.298,       9.165,       2.326,       9.560,       7.315,      98.088,      46.522,     236.993,     449.425,     541.809,     483.204,    2512.427,      79.926,     232.072,     141.166,     182.536,       0.928,       0.580,       2.686,       0.600,       0.624,       0.718,       1.189,       1.767,       1.214,       0.548,       2.910,       0.427,       1.163,       0.963,       1.835,       4.099,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.109,       0.499,       1.300,       3.522,       6.110,       0.068,      17.642,       6.766,       0.936,       1.377,       0.509,       4.587,       3.331,       0.591,       0.000,       0.000,       6.160,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.763,       0.000,       1.764,       0.998,       0.000,       0.000,       1.422,       0.339,       1.391,       0.836,       1.263,       0.000,       0.000,       1.073,       1.271,       0.000,       1.210,       0.961,       0.139,       0.137,       0.153,       0.000,       1.252,       1.373,       7.436,       0.000,       0.742,       0.000,      51.982,       0.823,       1.142,      33.749,       1.435,       0.277,       0.132,       1.285,       1.154,       0.000,       2.037,       1.219,       1.957,      22.191,       3.216,       0.738,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.917,       8.916,       1.027,       0.328,       0.830,       0.000,       0.841,       0.000,       0.000,       0.778,       0.741,       0.808,       6.282,      10.777,     333.267,       2.911,       0.903,       0.301,       1.272,       1.055,       0.324,       1.051,       1.463,       0.000,       0.854,       5.848,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    1061.882,       0.000,    2140.068,       0.000,       0.000,       0.000,    1153.458,       0.000,       0.000,       0.000,       0.000,     831.567,       0.000,       0.000,       0.000,       0.000,       0.000,    1193.050
       9.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    4025.916,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      17.803,    4109.149,       0.000,     303.303,       0.000,     189.167,       0.000,     128.730,       0.000,       0.000,      77.185,      29.803,       8.267,     253.193,    6492.525,     250.695,     701.988,    5657.162,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     611.861,       0.000,     105.031,     132.586,      44.276,       0.000,       0.000,       0.000,      35.599,       0.000,       0.000,       5.860,     264.125,      50.315,       0.000,       0.000,       0.000,       0.000,       0.000,     153.569,      16.114,       0.000,       0.000,      60.432,      45.908,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      37.547,     423.065,       5.608,       2.378,       0.000,       0.000,       2.996,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     341.413,       0.000,     289.103,     119.150,      24.100,     174.163,       0.000,       3.539,      49.991,      63.322,       0.000,       0.000,       0.000,       0.000,       2.715,       0.393,       0.387,       0.432,       0.000,       0.000,       0.000,     189.256,       0.000,       0.000,       0.000,     213.935,       0.000,       0.000,       3.574,       0.000,       0.000,       0.000,       0.000,       0.000,     211.870,      81.045,       0.000,      17.066,       0.000,       0.000,     247.222,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       3.634,      38.307,       0.000,       0.000,       0.000,     121.373,      19.971,      13.839,       3.767,       0.000,       1.860,       0.000,     522.472,     110.829,      29.470,       8.052,      70.084,      19.613,       0.000,     139.503,       1.349,       0.000,     279.013,       0.000,     134.594,      89.063,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       5.351,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    9833.221
      10.000,    1269.671,     137.208,       0.000,       0.000,       0.000,       0.417,       0.000,     440.992,       8.448,    1186.610,      41.620,      94.493,       4.824,      69.212,   17751.275,     170.441,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     272.586,       0.000,       0.000,     885.692,     662.223,       0.000,     972.106,       0.000,     381.908,      51.855,     115.402,       0.000,       0.000,     681.495,     332.826,    4589.281,    1631.767,      13.658,       0.000,       0.000,       0.000,      66.036,       0.000,       1.392,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      10.100,       0.000,       0.655,       0.000,       2.134,      14.308,       0.000,       0.000,       0.000,      75.295,       0.000,       1.932,       0.000,       0.000,       0.000,      17.807,       0.000,       0.000,       0.000,       0.000,       0.000,     104.524,       0.000,       0.000,       0.000,      27.158,       0.000,       0.000,       0.000,       1.631,       0.000,       0.000,       0.000,       0.000,       0.497,       0.000,     118.085,       0.989,       3.155,       0.966,       0.000,       0.222,       0.000,       0.000,       0.010,       0.008,       0.000,       1.037,       1.051,      26.778,      21.538,       0.028,       2.031,       0.000,       0.000,       0.000,       0.000,       0.000,       0.076,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      99.257,       0.000,       0.000,       0.000,      81.515,       0.000,       0.000,       3.390,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      10.360,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.885,       0.000,       0.000,       0.000,       0.000,       0.000,       2.865,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      49.193,       0.000,      45.811,       0.000,       0.000,       0.000,      24.683,       0.000,       0.000,       0.000,       0.000,    1030.778,       0.014,       0.000,       0.000,       0.000,       0.000,   -1016.757
