SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
       1.000,   17302.037,    8999.340,       0.000,       0.000,       0.000,     408.313,       0.000,      17.171,      41.551,      26.739,      46.371,       0.000,       0.000,       0.000,    2609.145,    9807.116,   40507.558,    2582.060,    7758.771,     218.459,       0.579,       0.000,    2311.215,   15551.123,    4100.877,    1678.471,    2366.629,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,   11537.495,       0.000,       0.000,     152.109,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     761.649,    1074.426,     624.333,    1053.580,     157.942,     485.043,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      39.341,       0.000,       0.000,       0.000,       0.609,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.325,       0.785,       0.000,       0.000,       4.459,       0.000,       0.000,       0.000,       0.000,       3.970,      16.873,      25.321,       0.000,       2.487,      17.349,      84.738,      92.225,       0.000,       3.867,       1.456,       0.000,       0.000,       1.838,       0.000,       0.000,    1414.659,       1.295,       0.000,      24.576,      70.824,       0.731,       0.635,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.305,       0.310,       0.614,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      16.229,      30.242,      26.631,      12.585,     289.757,       0.693,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      52.065,       0.000,       8.105,       0.000,       0.000,       0.343,       0.314,       0.000,       0.000,       0.000,       0.000,       0.000,       1.106,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    3974.516,       0.180,       0.000,       0.000,       0.000,       0.000,   96809.221
       2.000,     595.940,   28898.273,      23.423,       0.000,       0.000,     534.278,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      98.980,     219.092,   37568.214,  100436.495,     848.907,     681.186,    1879.519,       0.000,       0.000,     624.748,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       9.840,     727.493,       0.000,     147.679,      34.905,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      23.730,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     443.821,       0.000,       0.000,      21.452,       0.000,       0.000,       0.000,       0.000,       0.000,       7.933,       0.000,       0.000,       0.000,       5.379,      62.193,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.294,       0.299,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      40.516,      47.063,     246.695,      15.387,     879.419,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.951,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       8.691,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     628.337,       0.000,       0.000,       0.000,       0.000,       0.000,    1056.387
       3.000,       0.000,       0.000,     103.260,    2811.347,       0.000,       5.979,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      66.203,       0.000,       0.000,       0.000,       0.000,       0.000,     232.119,      69.061,       0.000,       0.000,     104.303,    2671.377,     224.291,     457.892,       0.000,       0.000,      50.069,      32.802,     381.931,       8.985,     194.019,       0.000,      82.966,       0.000,       4.088,       0.000,    2667.254,       0.000,       0.000,       0.000,       2.404,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.575,       0.000,       0.000,       0.531,       0.000,       0.000,       0.000,       0.000,      45.190,       0.000,       0.000,       0.000,     286.081,       0.000,       0.000,       0.000,       0.000,       3.239,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.715,       0.000,       0.000,       0.549,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.075,       0.000,       0.000,       0.643,       2.348,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      95.243,       0.000,       0.000,       0.000,       0.000,       0.000,   -3588.709
       4.000,       0.000,       0.000,       0.000,     758.932,       0.000,       0.000,       0.000,      93.844,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    4268.005,    1985.523,     613.892,    4548.523,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      55.625,       0.000,       0.000,       0.000,       0.000,       0.000,    1496.545
       5.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     322.257,       0.000,       0.000,     695.050,       0.000,     655.839,    4596.362,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      39.343,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     620.064,       0.000,       0.000,       0.000,       0.000,       0.485,       0.000,       0.000,       0.000,       3.011,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      11.954,       0.000,       0.000,       0.359,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      47.069,      12.746,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.491,       0.499,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      15.150,      19.876,     109.834,     325.757,    2867.938,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      56.542,       0.000,      55.452,       0.000,       0.000,       0.000,      17.876,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     422.476,       0.000,       0.000,       0.000,       0.000,       0.000,   -1942.214
       6.000,   18797.291,    2563.280,    2533.447,     278.139,      12.135,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     109.672,       0.000,       0.000,       7.544,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     109.576,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    2456.402,       0.000,       0.000,       0.000,       0.000,       0.000,     203.208
       7.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,   21920.522,       0.213,       0.695,       7.229,       1.089,    9237.133,   17667.895,      12.388,       0.000,       0.099,       0.158,       0.173,       0.000,       0.092,       0.117,       0.042,       0.084,       0.068,       0.083,       0.089,       0.245,       0.000,       0.555,       0.590,       0.338,       1.724,       0.222,       0.237,  454709.297,    3393.157,      47.810,       9.136,      16.860,       2.314,       6.162,      43.699,       0.983,       0.528,       0.000,       0.104,       0.077,       0.069,       0.623,       0.000,      21.950,       0.000,       0.305,       0.066,       0.000,       0.077,       0.073,       0.000,       0.000,       0.090,       0.121,       0.061,       0.037,       0.032,       0.035,       0.036,       0.033,       0.033,       0.034,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.256,       0.230,       0.000,       0.000,       0.142,       0.030,       0.070,       0.000,       0.120,       0.120,       0.000,       0.120,       0.120,      14.531,       2.409,       3.531,       1.935,       8.171,       0.000,       0.000,       0.000,       0.000,       0.248,      41.448,       0.000,       0.000,       2.043,       0.235,       0.247,       0.238,       0.099,       0.002,       0.208,       0.086,       0.090,       0.108,       0.135,       0.000,       0.304,       0.135,       0.135,       0.256,       0.060,       0.063,       0.063,       0.063,       0.256,       0.186,       4.113,       0.204,       0.241,       0.099,       0.474,       0.357,       0.049,      22.732,       0.108,       0.244,       0.086,       0.154,       0.099,       0.086,       0.066,       0.140,       1.973,       0.199,       0.701,       1.701,       1.060,       1.125,       0.383,       0.550,       0.098,       0.233,       0.497,      15.513,       4.926,       1.014,       0.652,       0.741,       0.067,       0.168,       0.301,       0.200,       0.261,       0.527,       1.557,       3.852,      11.385,      31.150,       3.063,       0.236,       0.698,       0.224,       0.501,       0.295,       5.282,       0.449,       0.000,       0.117,       3.026,       0.000,       0.000,     873.649,      41.133,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    8287.444,       0.000,       0.000,       0.000,    4067.507,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000, -282486.610
       8.000,       0.000,     712.325,       0.000,       1.532,       0.000,       0.000,      97.253,    3236.581,      54.535,      63.165,      17.506,   14698.656,       0.000,       0.000,       0.000,     100.488,     461.494,     151.584,     198.317,     177.010,     239.467,      45.773,     131.177,     159.067,     169.656,      37.993,      99.096,       0.475,       2.710,       3.176,       3.547,    1226.156,     152.047,       0.000,    1798.729,     383.450,      68.481,      13.306,      22.161,       3.489,       8.795,      10.283,      95.596,      41.269,     120.385,     343.371,     493.941,     461.096,    4723.136,      72.797,     313.539,     147.990,     188.708,       1.616,       0.532,       3.161,       0.521,       0.533,       0.521,       1.818,       2.442,       1.935,       2.709,       2.244,       1.135,       1.056,       1.037,       1.144,       3.997,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.160,       0.431,       1.894,       4.725,      10.824,       0.823,      18.279,       6.689,       0.864,       2.109,       0.445,       2.325,       1.866,       0.303,       0.000,       0.000,      11.467,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.271,       0.000,       2.900,       0.468,       0.000,       0.000,       0.407,       0.047,       0.420,       0.406,       0.424,       0.000,       0.000,       0.547,       0.648,       0.000,       0.575,       0.159,       0.084,       0.088,       0.088,       0.000,       0.546,       0.555,      10.677,       0.000,       0.513,       0.000,      68.711,       0.524,       0.537,      45.747,       0.448,       0.855,       0.051,       0.455,       0.470,       0.000,       0.645,       0.455,       1.300,      10.461,       3.202,       0.490,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      37.108,       7.625,       1.716,       1.191,       1.125,       0.000,       0.524,       0.000,       0.000,       1.005,       0.558,       2.327,       6.363,      14.563,     422.878,       3.076,       0.483,       0.818,       0.493,       0.432,       0.407,       6.498,       0.497,       0.000,       0.496,       4.669,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    2599.620,       0.000,    4536.346,       0.000,       0.000,       0.000,    2226.218,       0.000,       0.000,       0.000,       0.000,     796.701,       0.000,       0.000,       0.000,       0.000,       0.000,    5537.551
       9.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    1295.563,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      14.748,    2449.586,       0.000,     195.101,       0.000,     120.234,       0.000,      42.511,       0.000,       0.000,      22.254,       4.972,       4.345,     103.784,    5611.791,     146.697,     715.535,    6738.007,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     353.476,       0.000,      91.824,      81.134,      57.074,       0.000,       0.000,       0.000,      35.172,       0.000,       0.000,       0.129,       6.667,       3.995,       0.000,       0.000,       0.000,       0.000,       0.000,      88.488,       8.329,       0.000,       0.000,      29.763,      20.696,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      24.027,     180.849,       4.712,       0.533,       0.000,       0.000,       1.062,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      35.504,       0.000,      11.591,      18.802,      10.215,      53.955,       0.000,      12.512,      29.879,      54.588,       0.000,       0.000,       0.000,       0.000,       0.169,       0.089,       0.094,       0.094,       0.000,       0.000,       0.000,     217.531,       0.000,       0.000,       0.000,     172.871,       0.000,       0.000,       2.404,       0.000,       0.000,       0.000,       0.000,       0.000,     127.236,     180.129,       0.000,      40.117,       0.000,       0.000,     243.551,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       4.341,      17.140,       0.000,       0.000,       0.000,     175.830,      13.141,      24.964,       2.108,       0.000,       3.534,       0.000,     563.755,      60.423,      22.521,       7.656,      59.848,      27.894,       0.000,     310.241,       0.276,       0.000,      22.390,       0.000,      66.765,      48.792,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.896,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,   11089.392
      10.000,    1861.341,     186.633,       0.000,       0.000,       0.000,       0.647,       0.000,     484.973,       8.229,    1032.237,      44.689,     290.768,       6.944,     170.837,   11644.445,     222.661,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     355.722,       0.000,       0.000,    1167.095,     891.094,       0.000,    1505.804,       0.000,     412.157,      26.075,     102.446,       0.000,       0.000,     306.868,     353.433,    4020.897,    1585.081,      56.379,       0.000,       0.000,       0.000,     201.322,       0.000,       1.279,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      16.546,       0.000,       0.397,       0.000,       1.770,       8.315,       0.000,       0.000,       0.000,       6.160,       0.000,       0.810,       0.000,       0.000,       0.000,      14.834,       0.000,       0.000,       0.000,       0.000,       0.000,      61.238,       0.000,       0.000,       0.000,      14.476,       0.000,       0.000,       0.000,       1.853,       0.000,       0.000,       0.000,       0.000,       0.001,       0.000,     127.736,       0.532,       4.444,       0.552,       0.000,       0.819,       0.000,       0.000,       0.000,       0.001,       0.000,       0.000,       0.320,      11.367,      36.006,       0.289,       0.419,       0.000,       0.000,       0.000,       0.000,       0.000,       0.527,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     269.175,       0.000,       0.000,       0.000,     123.919,       0.000,       0.338,       6.233,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      13.151,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.552,       0.000,       0.000,       0.000,       0.000,       0.000,       1.137,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     189.847,       0.000,     109.628,       0.000,       0.000,       0.000,      54.076,       0.000,       0.000,       0.000,       0.000,    1171.536,       0.297,       0.000,       0.000,       0.000,       0.000,    -598.734
