SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206
       1.000,   24585.383,   13954.730,       0.000,       0.000,       0.000,     265.295,       0.000,       8.266,      23.564,      11.117,      19.393,       0.000,       0.000,       0.000,    2193.503,   12168.817,   53324.077,    1918.993,    9335.193,     193.021,       0.526,       0.000,    2768.586,   16668.399,    5285.459,    1091.688,    1429.416,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    8747.486,       0.000,       0.000,      32.839,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     318.278,    1030.791,     979.269,    1223.041,     285.225,     595.114,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      93.535,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       2.470,       0.000,       0.000,       0.000,       5.773,       0.000,       0.000,       0.000,       0.000,       2.055,      15.644,      11.947,       0.000,       1.176,      24.442,     121.558,      57.404,       0.000,       3.724,       2.467,       0.000,       0.000,       2.561,       0.000,       0.000,    1633.717,       1.563,       0.000,      19.147,      63.714,       0.510,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      18.815,      46.000,      28.665,      21.239,     597.955,       0.519,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      43.043,       0.000,       9.679,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.277,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    3845.074,       0.409,       0.000,       0.000,       0.000,       0.000,  110864.737
       2.000,     739.634,   41398.768,       5.843,       0.000,       0.000,     360.699,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     101.888,     189.270,   33621.557,   99181.002,     679.656,     587.977,    1670.384,       0.000,       0.000,     533.038,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       4.554,     438.356,       0.000,     112.007,      38.224,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      37.274,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     753.127,       0.000,       0.000,      29.450,       0.000,       0.000,       0.000,       0.000,       0.000,      11.735,       0.000,       0.000,       0.000,       2.692,      41.166,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      52.654,      68.385,     435.885,      20.832,    1381.317,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.956,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       4.606,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     553.931,       0.000,       0.000,       0.000,       0.000,       0.000,    9178.101
       3.000,       0.000,       0.000,     122.377,    3183.490,       0.000,       8.968,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      95.636,       0.000,       0.000,       0.000,       0.000,       0.000,     324.457,      97.262,       0.000,       0.000,      44.990,    2845.837,     237.406,     460.186,       0.000,       0.000,      53.260,      39.609,     293.732,       6.171,     147.701,       0.000,      48.690,       0.000,       2.537,       0.000,    1813.102,       0.000,       0.000,       0.000,       2.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      39.055,       0.000,       0.000,       0.000,     198.721,       0.000,       0.000,       0.000,       0.000,       2.142,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      21.890,       0.000,       0.000,       0.599,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.930,       0.000,       0.000,       0.803,       4.080,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     154.439,       0.000,       0.000,       0.000,       0.000,       0.000,   -3743.587
       4.000,       0.000,       0.000,       0.000,     911.894,       0.000,       0.000,       0.000,      75.322,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    4813.271,    2209.869,     653.174,    5197.683,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      61.724,       0.000,       0.000,       0.000,       0.000,       0.000,    2398.500
       5.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     356.978,       0.000,       0.000,     726.018,       0.000,     789.851,    4675.803,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      25.694,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     667.693,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       4.015,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      16.854,       0.000,       0.000,       0.356,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      48.852,      15.261,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      17.990,      26.381,     164.833,     379.054,    3132.843,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      67.349,       0.000,      89.335,       0.000,       0.000,       0.000,      15.672,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     453.432,       0.000,       0.000,       0.000,       0.000,       0.000,   -1391.264
       6.000,   19920.976,    2514.709,    2932.931,     367.861,      18.714,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     164.328,       0.000,       0.000,       8.053,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     104.379,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    2946.036,       0.000,       0.000,       0.000,       0.000,       0.000,     502.934
       7.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,   29502.842,       0.009,       0.035,       0.326,       0.341,    6440.239,   12277.701,       8.203,       0.000,       0.049,       0.021,       0.085,       0.000,       0.045,       0.023,       0.009,       0.039,       0.042,       0.021,       0.030,       0.000,       0.000,       0.133,       0.115,       0.084,       0.299,       0.067,       0.366,  434687.666,    3799.535,      22.905,       4.676,       3.665,       1.120,       2.757,      36.544,       0.228,       0.127,       0.000,       0.144,       0.054,       0.147,       0.180,       0.000,      11.356,       0.000,       0.209,       0.028,       0.000,       0.073,       0.071,       0.000,       0.000,       0.068,       0.046,       0.064,       0.020,       0.055,       0.053,       0.064,       0.054,       0.056,       0.052,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.318,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.747,       0.429,       0.347,       0.411,       0.375,       0.000,       0.000,       0.000,       0.000,       0.000,       4.974,       0.000,       0.000,       0.324,       0.059,       0.348,       0.371,       0.033,       0.001,       0.139,       0.126,       0.104,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.014,       0.269,       0.016,       0.393,       0.008,       0.029,       0.015,       0.002,       0.634,       0.037,       0.059,       0.043,       0.085,       0.015,       0.041,       0.041,       0.042,       0.346,       0.034,       0.085,       0.220,       0.092,       0.108,       0.029,       0.049,       0.009,       0.019,       0.064,       0.347,       0.350,       0.176,       0.102,       0.061,       0.025,       0.061,       0.068,       0.100,       0.089,       0.019,       0.087,       0.250,       0.708,       0.698,       0.079,       0.006,       0.020,       0.004,       0.015,       0.000,       0.113,       0.011,       0.000,       0.003,       0.100,       0.000,       0.000,     868.781,      55.153,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    9590.292,       0.000,       0.000,       0.000,    4659.333,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000, -157465.878
       8.000,       0.000,     587.430,       0.000,       0.720,       0.000,       0.000,      96.268,    3795.233,      65.841,      64.609,      16.954,    7886.317,       0.000,       0.000,       0.000,      43.152,     254.568,     101.592,      98.889,     117.550,     127.737,      24.883,      68.225,      84.055,     101.204,      17.858,      45.184,       0.000,       2.630,       2.521,       3.498,     851.942,      97.764,       0.000,    3758.494,     221.506,      31.527,       6.505,       4.976,       1.609,       3.868,       4.231,      78.669,      35.106,     105.177,     395.853,     574.760,     496.704,    2166.535,      20.067,     109.162,      51.165,      67.998,       0.869,       0.321,       1.512,       0.350,       0.325,       0.344,       1.053,       1.208,       0.846,       1.594,       1.170,       0.726,       0.662,       0.565,       0.757,       1.804,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.382,       0.027,       0.999,       2.603,       4.473,       0.882,       8.687,       5.565,       1.035,       3.828,       0.826,       2.205,       1.819,       0.420,       0.000,       0.000,       9.794,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.864,       0.399,       0.000,       0.000,       0.592,       0.049,       0.518,       0.691,       0.575,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       1.723,       0.000,       0.000,       0.000,       0.000,       0.000,       0.488,      12.024,       0.000,       0.000,       0.000,      74.963,       0.537,       0.548,      38.851,       0.511,       0.727,       0.035,       0.482,       0.492,       0.000,       0.464,       0.451,       1.564,       7.349,       2.730,       0.404,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      54.876,       6.549,       4.826,       2.918,       1.383,       0.000,       0.437,       0.000,       0.000,       0.634,       0.391,       1.643,       5.260,      10.842,     338.689,       1.885,       0.347,       0.623,       0.366,       0.381,       0.004,       2.975,       0.346,       0.000,       0.358,       4.183,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     756.895,       0.000,    3947.711,       0.000,       0.000,       0.000,    1917.950,       0.000,       0.000,       0.000,       0.000,     985.943,       0.000,       0.000,       0.000,       0.000,       0.000,    7198.679
       9.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    2755.989,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      69.815,    3408.922,       0.000,     347.893,       0.000,     117.025,       0.000,      56.728,       0.000,       0.000,      55.281,      15.299,       7.883,     317.615,    6175.658,     155.770,     675.216,    5008.459,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     434.033,       0.000,     113.578,      67.873,      99.396,       0.000,       0.000,       0.000,      55.573,       0.000,       0.000,       0.005,       0.729,       0.288,       0.000,       0.000,       0.000,       0.000,       0.000,     104.178,      12.416,       0.000,       0.000,      53.156,      75.708,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      16.335,     115.733,       9.864,       0.000,       0.000,       0.000,       3.370,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      49.177,       0.000,      30.016,      22.248,      36.740,     149.311,       0.000,      44.039,      87.894,     745.233,       0.000,       0.000,       0.000,       0.000,       3.820,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     416.230,       0.000,       0.000,       0.000,     399.904,       0.000,       0.000,       4.237,       0.000,       0.000,       0.000,       0.000,       0.000,     323.176,     396.135,       0.000,      81.454,       0.000,       0.000,     391.291,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      10.739,      44.821,       0.000,       0.000,       0.000,     338.224,       9.996,      13.949,       1.126,       0.000,       4.148,       0.000,     922.986,      88.035,      34.750,      11.331,     123.403,      53.074,       0.000,     675.464,       0.078,       0.000,      28.302,       0.000,     152.544,      78.279,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.520,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,    8308.811
      10.000,    1735.119,     128.291,       0.000,       0.000,       0.000,       0.242,       0.000,     399.285,       7.829,     687.553,      28.775,     158.320,       0.506,      84.108,   14769.865,     104.146,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     236.497,       0.000,       0.000,    1498.127,     518.722,       0.000,    1031.151,       0.000,     191.304,       8.041,      34.919,       0.000,       0.000,     308.554,     336.401,    3531.165,    1514.068,      25.285,       0.000,       0.000,       0.000,      98.608,       0.000,       0.470,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       5.183,       0.000,       0.224,       0.000,       0.915,       4.231,       0.000,       0.000,       0.000,       0.229,       0.000,       0.053,       0.000,       0.000,       0.000,       6.352,       0.000,       0.000,       0.000,       0.000,       0.000,      87.069,       0.000,       0.000,       0.000,      10.831,       0.000,       0.000,       0.000,       0.392,       0.000,       0.000,       0.000,       0.000,       0.001,       0.000,     111.137,       0.510,       4.866,       2.004,       0.000,       2.653,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.347,       8.812,      43.668,       0.291,       0.046,       0.000,       0.000,       0.000,       0.000,       0.000,      14.204,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,     205.794,       0.000,       0.000,       0.000,     135.392,       0.000,       0.464,       4.553,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      24.328,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.294,       0.000,       0.000,       0.000,       0.000,       0.000,       0.587,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,       0.000,      55.096,       0.000,      52.450,       0.000,       0.000,       0.000,      25.482,       0.000,       0.000,       0.000,       0.000,    1150.438,       8.559,       0.000,       0.000,       0.000,       0.000,   -1818.139
