SECTORNUMBER,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
      92.000,  917693.860,  965632.931, 1032480.474, 1092768.571, 1104808.668, 1158068.178, 1213194.461, 1282287.943, 1350065.587, 1397341.563, 1453232.524, 1470414.253, 1223513.170, 1430380.677, 1568095.856, 1654979.500, 1702431.687, 1762891.916, 1779800.600, 1759786.390, 1823077.226, 1886216.890, 1922671.529, 1874942.186
      93.000,  225816.334,  225891.726,  247375.447,  243285.143,  223161.593,  246750.378,  247295.051,  252271.408,  239649.206,  233248.212,  232588.569,  199972.901,  156033.782,  202799.984,  198843.130,  221894.500,  239139.560,  258912.384,  286046.083,  317207.217,  331679.153,  353298.557,  379652.192,  382430.737
      94.000,  208785.909,  212058.338,  218505.377,  214743.571,  220421.487,  217637.744,  216523.693,  219205.462,  214673.234,  219492.521,  216826.242,  211130.085,  204073.935,  215635.049,  212582.799,  207676.000,  206588.380,  207585.837,  206940.359,  204239.248,  209991.907,  207067.002,  209525.368,  207732.168
      95.000,  129033.830,  136761.888,  146688.793,  151204.305,  154198.829,  164047.798,  190675.735,  208647.725,  216484.141,  219820.484,  228435.007,  223499.632,  236210.766,  230398.543,  226353.512,  210742.000,  216126.957,  222012.607,  230980.044,  227730.560,  232331.331,  244754.992,  241648.813,  266312.124
      96.000,  478163.669,  513047.301,  544200.362,  582029.500,  590274.057,  622869.591,  667563.945,  714621.206,  745261.697,  772490.207,  767148.536,  723381.466,  676976.132,  710157.064,  731684.875,  763198.000,  797784.276,  824302.679,  867356.401,  907011.905,  933166.938,  981084.652, 1011623.449, 1010421.077
      97.000,  207677.280,  211382.814,  210914.554,  207394.914,  171788.774,  161049.356,  171718.654,  186066.856,  189493.637,  192610.916,  199803.560,  191557.005,  177583.542,  183767.089,  203070.705,  195902.000,  202886.265,  209155.494,  216943.762,  220397.043,  230078.565,  240827.100,  255185.953,  174863.171
      98.000,   67343.158,   66525.872,   67756.993,   67882.300,   67647.967,   67378.717,   67579.943,   71460.600,   73013.136,   75862.976,   76378.947,   77131.219,   65357.266,   75447.243,   79209.413,   79137.000,   79845.502,   84320.646,   81066.364,   75812.977,   76695.738,   78769.848,   79142.891,   75926.836
      99.000,   47673.263,   47102.033,   45951.119,   44760.394,   41750.421,   38917.527,   41114.370,   47556.877,   48666.212,   52037.030,   57127.565,   56761.195,   51200.519,   49087.154,   46308.004,   46647.500,   44351.707,   47866.150,   46344.576,   47674.752,   50920.915,   52771.866,   54695.930,   53826.373
     100.000,  215663.609,  221134.936,  231229.347,  236134.832,  235680.709,  284436.255,  261860.770,  283274.850,  307131.600,  315159.827,  316263.972,  301659.893,  257982.650,  275544.332,  288056.991,  297770.500,  302982.873,  323359.125,  328779.592,  325987.644,  339814.312,  346350.545,  361858.641,  352183.991
     101.000,   34350.419,   36432.568,   36030.849,   33315.061,   33820.538,   34026.084,   33164.998,   38816.200,   42299.760,   46937.219,   49501.563,   48049.798,   47714.453,   46652.878,   49540.910,   50998.500,   54715.174,   60512.670,   63994.620,   69102.309,   80984.783,   89244.433,   99390.124,   78283.297
     102.000,   53600.969,   53118.473,   53615.915,   49564.167,   44945.741,   43227.805,   43721.620,   43359.981,   39389.885,   38851.619,   40132.065,   44554.322,   37857.674,   33246.726,   37034.919,   36442.000,   35903.098,   36708.506,   36666.738,   36627.791,   39190.696,   44567.917,   47803.212,   43418.993
     103.000,   63922.067,   70432.080,   76591.775,   82943.295,   83222.993,   82860.339,   83699.007,   90412.396,   95716.589,  103831.656,  110495.642,  108343.607,   94378.671,   99713.027,  107296.569,  113165.448,  114989.370,  120947.547,  124155.410,  123017.738,  123108.443,  127302.077,  133971.611,  127391.167
     104.000,   67151.094,   66384.131,   74054.575,   72789.150,   72536.178,   90418.229,   92087.903,   98058.493,  103629.247,  106218.166,  113386.391,  101251.557,   85624.240,   81335.831,   77268.142,   73083.552,   72406.800,   74020.834,   75492.139,   76892.644,   77177.536,   78334.758,   79599.375,   81812.800
     105.000,   75715.774,   75194.615,   79374.177,   82291.113,   86236.278,   88980.326,   95174.272,   98710.771,  105381.267,  108472.895,  118490.013,  136836.057,  126899.578,  134701.398,  145997.590,  108890.000,  111847.950,  115014.346,  115463.955,  116715.819,  107236.526,  100038.644,   92953.656,   90991.041
     106.000,  184326.033,  194883.650,  204941.302,  213851.644,  201746.716,  192726.272,  183467.034,  185504.381,  184465.959,  183730.738,  178133.441,  164849.285,  139126.685,  128921.154,  123027.029,  113022.855,  115085.810,  116902.920,  113693.013,  115337.388,  117914.530,  120228.516,  129731.621,  128039.265
     107.000,   66709.969,   78062.649,   90630.791,   97849.093,  103051.957,  109289.556,  111734.019,  126579.434,  135467.108,  143644.460,  149483.471,  156436.390,  154036.700,  165764.943,  177448.603,  183219.145,  189503.016,  197323.604,  203293.952,  216673.509,  230352.975,  248827.440,  270763.060,  285828.725
     108.000,  149980.348,  156874.838,  162719.106,  165384.257,  167545.204,  157775.338,  162821.478,  160626.898,  169207.564,  161842.047,  155527.397,  145695.358,  128598.683,  130540.353,  139512.807,  131696.000,  131016.867,  130786.670,  133034.817,  133180.023,  138583.998,  138525.750,  147858.004,  131491.881
     109.000,   53485.411,   57449.814,   62354.966,   67777.343,   62422.191,   61868.223,   60829.843,   62704.274,   64115.186,   65484.297,   65009.668,   66668.284,   64913.180,   69439.261,   71581.226,   75078.355,   76339.288,   81035.775,   85949.967,   88810.184,   90149.572,   94783.261,   98854.111,   93666.780
     110.000,   22127.809,   26144.293,   31228.917,   35511.899,   36725.794,   39197.614,   41950.605,   46128.895,   51311.237,   56099.310,   61606.632,   64141.167,   66032.083,   70869.805,   75267.659,   78791.095,   81258.397,   85868.939,   90065.936,   91758.684,   92342.279,   95039.585,   99722.469,   92220.719
     111.000,  283498.009,  310248.503,  349040.658,  384058.290,  393389.583,  384914.057,  366807.962,  358141.450,  354171.243,  351344.464,  346063.825,  342296.551,  326616.628,  322656.795,  317785.241,  310724.630,  314641.604,  326963.917,  332026.566,  339471.248,  330169.815,  327113.528,  333247.185,  328848.905
     112.000,   24013.119,   30878.891,   40467.729,   52753.077,   63311.665,   68014.680,   73892.985,   83258.452,  106229.974,  125992.172,  142911.617,  162072.403,  173053.484,  192409.612,  212547.642,  230472.275,  238454.579,  257651.804,  286312.133,  319893.751,  338334.271,  359139.074,  371600.715,  396022.430
     113.000,   13430.058,   14775.019,   16968.408,   18803.433,   19725.257,   19407.195,   20995.893,   22977.935,   26383.149,   29799.766,   32391.564,   33865.390,   33971.742,   35467.460,   36809.091,   38050.145,   38899.871,   41149.010,   43230.097,   45889.471,   46390.374,   47366.051,   48816.634,   49776.091
     114.000,   40341.813,   43110.309,   53505.145,   57234.636,   59751.849,   64999.309,   64589.305,   69363.998,   72420.804,   77887.749,   79850.518,   87848.276,   89685.546,   98175.371,  108788.537,  121898.457,  131164.581,  139177.383,  153086.570,  166242.141,  187521.502,  211946.942,  237394.454,  254384.488
     115.000,    9890.808,   10739.078,   13587.806,   15825.251,   15806.986,   17747.627,   19647.953,   23015.582,   26249.203,   31621.483,   40373.188,   51230.700,   53975.366,   65073.791,   80261.428,   99590.543,  110191.984,  122621.256,  138785.427,  159338.614,  184809.657,  221090.148,  247251.846,  268476.888
     116.000,  454607.202,  489208.339,  537985.634,  578518.630,  657605.560,  684250.479,  712276.916,  712573.189,  745350.096,  754522.219,  753164.823,  733417.110,  802886.305,  733048.464,  716457.037,  748453.500,  724714.525,  713026.989,  683995.316,  652132.787,  655205.280,  650364.630,  637118.400,  577571.311
     117.000,  307997.190,  364297.433,  456388.522,  590610.543,  516714.056,  455399.230,  468401.480,  504278.816,  540816.960,  607084.730,  661458.846,  619259.559,  628367.153,  613122.618,  596531.605,  595753.500,  613161.468,  610054.118,  609664.699,  577699.866,  580602.182,  574257.307,  600220.530,  593289.123
     118.000,  416145.414,  425745.893,  427803.415,  448750.080,  451763.243,  462783.701,  481490.132,  506598.557,  536985.188,  552358.903,  591933.623,  584098.966,  496217.005,  476415.568,  501526.382,  510199.705,  534636.889,  599912.509,  650336.807,  663168.423,  689497.231,  717008.521,  725925.484,  725581.859
     119.000,  108595.980,  115659.972,  120136.082,  127744.737,  131307.085,  134382.011,  141454.742,  148981.468,  157488.111,  161471.512,  170577.085,  193711.869,  189268.093,  208339.495,  245245.679,  286146.795,  302987.106,  332908.942,  356792.846,  371508.748,  394062.117,  411758.455,  427955.061,  422956.241
     120.000,  924829.185,  942487.533,  976106.619, 1017257.763, 1036021.014, 1071381.352, 1119055.651, 1210445.583, 1320573.050, 1345079.055, 1331220.949, 1284657.946, 1245186.653, 1273189.178, 1292954.688, 1321228.894, 1351345.221, 1388026.828, 1443264.231, 1475577.158, 1485351.825, 1515096.114, 1541249.158, 1611950.715
     121.000,   36542.720,   40877.780,   44072.727,   47525.174,   45724.339,   43201.181,   46656.313,   49351.205,   52233.200,   53386.151,   53841.271,   55360.491,   44277.512,   48347.651,   51350.212,   53812.388,   57371.921,   61265.887,   59562.442,   59453.180,   60888.005,   64088.698,   67280.354,   61930.242
     122.000,   22912.126,   25754.530,   27704.105,   29975.275,   29179.690,   27397.989,   30265.385,   31670.912,   33272.700,   33725.334,   33601.695,   33529.717,   27665.080,   28281.404,   27890.323,   26882.483,   28692.458,   30965.163,   30726.372,   31497.915,   32426.698,   34656.225,   35738.388,   34359.442
     123.000,   42613.993,   45862.181,   49507.750,   53920.044,   52798.112,   49543.658,   53213.384,   53724.720,   57350.687,   59436.426,   60172.860,   63651.378,   54597.811,   58029.945,   60549.742,   61944.143,   64459.956,   68363.774,   65914.078,   66539.581,   67274.016,   71016.966,   73206.621,   67130.490
     124.000,   94613.947,  117126.962,  124462.825,  130322.013,  133336.437,  128967.557,  135609.077,  137320.159,  143097.899,  145295.528,  145649.555,  153225.840,  134786.602,  143314.897,  149776.958,  156011.986,  163690.478,  171833.130,  167566.964,  167771.830,  169217.207,  180163.660,  184791.407,  171321.635
     125.000,  264877.968,  275475.726,  276393.419,  271953.480,  276755.437,  304770.503,  327066.463,  329214.719,  339181.159,  340907.154,  338631.657,  327452.688,  305335.409,  301179.875,  303763.679,  306975.500,  300792.097,  302765.804,  310765.614,  308195.871,  316385.290,  306713.289,  313984.963,  304084.014
     126.000,  157839.427,  160472.764,  163035.933,  166138.607,  163449.445,  155405.813,  151438.989,  154306.179,  156930.003,  154727.983,  158181.835,  164167.757,  152756.465,  155190.312,  161670.058,  162305.365,  165163.494,  168210.978,  167956.609,  168618.678,  169625.524,  170357.563,  176237.968,  160891.238
     127.000,  193284.020,  208319.436,  208968.632,  226216.811,  230616.285,  217712.514,  225150.618,  254749.765,  281831.408,  292190.195,  293567.491,  302539.817,  286682.870,  280599.453,  285878.360,  289793.094,  284130.671,  298902.835,  306487.167,  316100.524,  323522.549,  335229.036,  345020.060,  331660.710
     128.000,   23105.231,   23276.858,   22897.981,   23644.471,   23182.022,   22651.303,   23490.460,   25648.530,   27242.432,   28364.098,   30071.663,   30004.450,   27396.774,   27041.489,   27218.870,   26797.482,   27200.986,   28592.734,   29580.362,   30153.499,   31265.048,   33033.956,   34847.447,   32884.677
     129.000,  116994.996,  139500.327,  167402.634,  185677.691,  181133.741,  179898.405,  183218.945,  191529.004,  208742.190,  219738.992,  245747.214,  267825.082,  269251.827,  301442.835,  327308.783,  354200.000,  360910.764,  382833.915,  390377.810,  419605.446,  451129.444,  493301.702,  517683.589,  533363.675
     130.000,  132427.103,  140512.792,  147688.681,  155386.865,  165150.157,  168555.148,  171524.943,  168297.438,  175296.477,  178874.293,  189746.097,  202014.965,  197981.019,  209578.792,  227326.722,  243166.902,  247045.884,  265629.400,  275527.299,  286432.952,  302628.941,  320521.935,  343136.289,  337305.343
     131.000,  124213.178,  134682.034,  143295.672,  154636.918,  162012.873,  168196.325,  165092.996,  167977.035,  170331.724,  171653.896,  173306.968,  177648.682,  170632.835,  171078.593,  174907.888,  177249.883,  179551.950,  187656.184,  192251.424,  203109.225,  208845.874,  213033.081,  217449.248,  221973.742
     132.000,   71796.199,   77804.433,   83361.288,   90542.952,   89335.831,   89591.934,   93327.941,  102923.424,  112439.459,  120126.832,  131947.857,  131690.465,  120457.084,  117585.942,  116610.823,  112882.394,  113951.047,  118490.059,  122925.730,  126402.456,  132645.878,  139957.939,  145338.136,  139507.407
     133.000,  104815.459,  105333.130,  106565.399,  111488.614,  109045.582,   99906.019,   99542.514,  103400.881,  108094.909,  111893.670,  116735.998,  119907.126,  111777.940,  113503.556,  117127.904,  120178.509,  121089.897,  128646.302,  131054.325,  133329.366,  141687.221,  147683.944,  152309.541,  136609.074
     134.000,  315206.759,  345367.014,  355914.375,  363201.952,  389139.023,  339034.129,  345970.041,  387471.896,  416108.754,  438781.046,  484652.317,  474607.582,  458583.610,  463595.299,  483701.045,  478778.000,  488598.560,  501882.245,  507494.871,  473057.629,  498946.861,  491871.191,  501145.068,  450328.288
     135.000,   48385.326,   51747.765,   52637.428,   52640.757,   51231.393,   48430.512,   49189.286,   46838.486,   47893.683,   47123.939,   48233.320,   47590.791,   43082.190,   44823.444,   46838.281,   48317.682,   50026.733,   55292.423,   58206.217,   61958.273,   66324.589,   71412.125,   75124.690,   73597.147
     136.000,   11410.970,   13253.028,   14663.121,   16001.944,   15793.997,   15574.918,   17694.210,   19928.414,   23032.251,   25659.705,   28618.164,   27775.339,   26824.091,   26692.334,   26530.587,   26427.190,   27362.675,   29410.800,   31336.009,   33725.395,   36334.237,   38182.049,   40762.808,   39838.585
     137.000,  100741.305,  114101.247,  124154.882,  135525.764,  134813.823,  133937.875,  139846.300,  150567.224,  163879.970,  174001.843,  185885.899,  196670.838,  190060.614,  206390.505,  227639.066,  247711.428,  254289.224,  273706.849,  287176.884,  298974.122,  315895.024,  338245.553,  350555.383,  342915.374
     138.000,   53268.147,   58435.306,   61934.395,   65378.560,   64195.260,   62548.898,   65424.731,   66898.709,   70854.656,   72448.941,   75594.358,   72953.166,   65038.373,   66287.763,   67432.743,   67765.044,   69756.201,   76237.005,   79802.305,   84033.828,   89626.623,   94779.943,   98897.639,   95431.203
     139.000,   31756.405,   34360.013,   35554.429,   36423.642,   34180.842,   30678.114,   31976.503,   33157.165,   36685.599,   37914.391,   40117.429,   42999.428,   37706.084,   39200.475,   39423.069,   37726.680,   39036.149,   42900.659,   45460.701,   48499.051,   52271.767,   57682.479,   60400.412,   43811.041
     140.000,   33647.453,   38118.056,   40601.660,   42729.059,   41698.696,   39526.243,   40688.942,   41418.883,   44201.059,   45380.753,   46928.449,   47002.992,   43076.487,   45865.432,   48553.616,   50649.090,   52417.058,   56532.634,   58870.192,   61208.605,   64315.795,   67566.166,   69831.458,   67562.365
     141.000,   95952.048,  107107.384,  115880.243,  125223.775,  120821.603,  118349.945,  123837.823,  131049.796,  139967.734,  145034.534,  151488.309,  147057.675,  131496.286,  136405.615,  140051.765,  141521.246,  145010.786,  155609.703,  161661.007,  168153.008,  176841.634,  185748.186,  191848.009,  185414.237
     142.000,   46957.666,   49918.255,   50851.540,   51060.962,   46812.640,   43621.557,   43752.131,   44380.938,   44918.026,   43964.670,   44079.624,   42800.092,   38087.088,   39599.106,   40908.578,   41534.140,   42489.016,   45572.198,   47038.011,   48919.168,   51262.005,   52982.891,   54839.172,   52745.256
     143.000,   62064.942,   65407.674,   66360.215,   68383.374,   71574.986,   73950.852,   69968.795,   74773.895,   79528.197,   85825.200,   86838.519,   86395.527,   79112.343,   85300.302,   84228.751,   83578.000,   83708.848,   86369.887,   85336.023,   87812.251,   91769.168,   93516.633,   97896.990,   95558.366
     144.000,   47201.952,   48206.528,   47788.174,   47721.970,   47838.104,   47032.239,   45372.447,   42930.214,   41093.352,   41578.321,   42037.333,   41612.262,   40216.252,   39655.189,   38576.679,   36048.543,   36103.294,   35943.368,   35712.993,   35502.899,   35357.343,   34796.001,   34793.380,   32472.152
     145.000,  150607.357,  157095.144,  162695.391,  170277.971,  178701.844,  192544.234,  189819.249,  183517.257,  180349.773,  184467.661,  193975.839,  201694.313,  205764.661,  213021.653,  214628.301,  209696.270,  207468.346,  206487.006,  206151.526,  206692.760,  209391.864,  209878.482,  210157.297,  194551.732
     146.000,   45983.739,   48901.935,   50759.992,   54483.232,   59284.454,   61977.395,   61818.950,   60287.517,   59330.603,   62743.754,   67006.870,   68271.139,   67923.841,   68472.320,   67259.482,   63693.187,   64212.313,   65216.913,   66371.687,   67206.657,   67218.855,   67444.936,   69125.288,   56200.353
     147.000,  241791.029,  251364.858,  259291.694,  273700.636,  292522.931,  317831.202,  335340.211,  352070.297,  365803.874,  378565.776,  383062.106,  396773.583,  399662.839,  402806.012,  409396.812,  419044.203,  421231.650,  435182.969,  463306.211,  487838.215,  508315.721,  527138.468,  536975.370,  518528.208
     148.000,   94393.515,   96858.006,   99539.857,  103494.028,  108278.281,  113299.278,  115523.027,  116926.218,  116187.510,  114295.609,  113397.327,  113791.209,  109860.859,  110420.817,  109308.786,  107497.072,  106099.609,  106426.195,  109243.779,  112101.379,  115442.467,  117456.819,  118838.212,   90166.649
     149.000,   60794.074,   60415.388,   59653.973,   59406.703,   60132.273,   60509.773,   63103.064,   66288.541,   68563.390,   69859.832,   72012.849,   74376.498,   76881.401,   79620.205,   82744.028,   86755.426,   86008.311,   87890.462,   94732.262,  100168.002,  103330.813,  109554.338,  114210.880,  110099.906
     150.000,   57270.894,   59466.164,   61384.582,   64615.208,   68901.299,   73445.578,   75433.385,   77912.604,   78794.774,   79028.435,   79949.249,   84057.626,   87695.407,   91598.722,   95572.633,  100333.691,   99549.017,  102180.686,  106365.328,  110550.375,  113391.114,  116808.194,  118977.647,  114699.676
     151.000,   23930.171,   25530.402,   27234.261,   28910.262,   30809.153,   33227.164,   34440.484,   36063.982,   36339.729,   37463.925,   38224.716,   41190.358,   43342.116,   46193.422,   49015.620,   52295.476,   53525.829,   55789.242,   58776.845,   62166.234,   65071.537,   68927.968,   72005.099,   75134.989
     152.000,   42760.048,   41778.412,   41457.353,   40261.305,   39083.271,   39081.173,   42355.495,   45146.870,   48141.885,   50890.828,   53595.262,   56839.865,   59464.945,   62473.441,   66349.204,   70108.636,   70659.387,   72962.429,   75674.015,   78620.292,   81522.195,   83228.109,   83668.922,   84430.135
     153.000,   17842.235,   18831.916,   19773.388,   21161.703,   22913.592,   24612.880,   27026.711,   29652.297,   31950.425,   33850.134,   36229.950,   35506.271,   34757.997,   34030.077,   33312.449,   32767.995,   32425.991,   33231.838,   34539.365,   35924.189,   36673.786,   37977.597,   38727.194,   37366.200
     154.000,  435751.169,  457849.779,  472312.513,  488453.329,  511426.787,  543852.564,  549531.162,  557852.103,  579859.107,  593720.589,  605765.806,  631882.320,  658032.435,  666147.654,  683671.369,  708843.500,  717185.461,  732914.461,  778589.535,  813939.101,  836571.291,  853506.443,  881339.002,  858332.501
     155.000,  166229.598,  164865.826,  163753.745,  163447.423,  166568.956,  168948.777,  175683.954,  179046.736,  184707.499,  189101.227,  191741.102,  195218.673,  196362.739,  202724.771,  204540.043,  208929.500,  211383.836,  214699.766,  219447.781,  222151.597,  222364.886,  221696.463,  219639.024,  214971.721
     156.000,   36904.131,   38660.420,   41945.418,   45293.304,   49926.867,   52269.017,   55041.730,   56772.137,   59166.078,   61821.788,   65666.987,   70842.756,   75683.602,   80877.090,   81636.720,   84307.045,   84383.634,   86213.327,   88251.968,   91186.514,   94695.052,   96956.218,   98883.682,  103333.576
     157.000,   21512.293,   23591.802,   26492.766,   29901.289,   33793.160,   36281.575,   36833.675,   36886.303,   37653.067,   38122.821,   39543.937,   40973.619,   41625.279,   42664.445,   41908.490,   42108.013,   41876.133,   42676.671,   42880.511,   44018.413,   45783.190,   47370.734,   48099.125,   51000.647
     158.000,   38930.571,   39822.221,   41869.059,   44811.912,   47649.150,   48189.190,   47907.328,   46898.614,   46772.864,   46272.645,   46826.406,   47198.921,   46640.439,   46409.790,   44206.977,   43025.441,   42802.596,   43699.988,   43770.815,   45052.412,   46882.689,   48523.066,   49109.565,   39830.357
     159.000,   21195.158,   19940.099,   19343.435,   18589.944,   18793.961,   19565.122,   19717.250,   19542.617,   19663.481,   20502.025,   21241.102,   21455.706,   21082.187,   20567.804,   20413.855,   21060.842,   21424.928,   22397.488,   23386.831,   23501.093,   24565.988,   25407.150,   25907.693,   18175.836
     160.000,   27590.308,   28968.025,   30572.242,   31656.887,   33698.692,   35252.414,   36670.078,   36408.179,   36107.440,   37995.730,   39237.766,   38583.367,   37996.718,   37322.576,   37688.660,   38133.349,   38525.763,   39716.173,   39725.059,   40192.740,   42203.191,   43557.999,   44510.619,   31711.066
     161.000,   18998.525,   18865.979,   19388.662,   20610.830,   22400.198,   24521.610,   26477.415,   26997.725,   27919.163,   29893.476,   31742.161,   32652.275,   32877.665,   32863.016,   33471.737,   35159.818,   35964.386,   37622.799,   39099.061,   39353.746,   41208.968,   42579.876,   43427.424,   32820.547
     162.000,   29684.977,   28333.783,   27870.636,   27243.221,   28023.078,   29678.947,   30494.271,   30654.951,   31171.648,   32977.520,   34547.305,   34902.630,   34743.563,   34347.688,   34734.046,   36239.330,   37003.057,   38703.354,   40190.125,   40460.247,   42345.455,   43808.158,   44683.708,   40833.783
     163.000,    9827.574,    9890.822,    9981.971,    9947.237,   11096.930,   10429.414,   10635.021,   10743.591,   11088.193,   11712.845,   12345.994,   12834.791,   13015.483,   13095.327,   13405.007,   14151.661,   14483.921,   15147.181,   15695.500,   15757.471,   16509.040,   17038.023,   17445.954,   13228.307
     164.000,   11434.446,   12302.757,   13548.719,   14426.677,   15152.974,   15559.956,   16940.388,   18592.907,   19601.013,   21374.844,   22876.478,   21260.375,   18978.112,   17928.020,   17111.789,   16057.349,   15735.007,   15684.891,   15903.740,   16019.484,   16565.463,   17051.326,   17014.653,    9891.640
     165.000,   25567.807,   23707.165,   22797.431,   20743.371,   18707.946,   16359.799,   19162.646,   22367.246,   24617.735,   28809.322,   32513.963,   31607.888,   30417.353,   30740.088,   30868.616,   31123.700,   31858.149,   32513.910,   33961.799,   35137.368,   37035.295,   37989.382,   38840.875,   25097.129
     166.000,   59568.398,   59411.822,   62528.347,   63992.644,   64630.551,   63870.272,   65483.940,   67744.741,   67064.116,   69597.867,   70732.478,   70482.941,   68073.335,   69374.379,   71071.794,   72597.950,   75209.985,   76959.924,   78676.654,   81406.196,   87135.194,   88999.749,   90177.524,   58435.893
     167.000,  172124.450,  176814.772,  184444.000,  201403.459,  186423.961,  188798.307,  190861.999,  201065.469,  207505.029,  211370.990,  207611.751,  205877.551,  191373.108,  195091.415,  204510.748,  214942.000,  221245.545,  232476.960,  241501.699,  245114.345,  244974.776,  246332.747,  251271.596,  161736.966
     168.000,  469585.915,  485599.908,  498325.246,  523180.498,  530061.653,  543551.616,  559235.116,  575758.609,  587241.932,  601037.249,  601881.938,  589058.325,  565372.993,  577572.452,  596182.588,  613976.500,  625827.838,  650104.971,  687189.924,  703147.042,  722475.730,  746384.213,  762582.045,  663379.244
     169.000,  134806.251,  140303.327,  139594.379,  139575.120,  137454.080,  134360.292,  132757.114,  133780.228,  131034.579,  131215.873,  128343.786,  124268.517,  111435.324,  110577.619,  109592.365,  111483.014,  111328.744,  116434.463,  118462.967,  122216.191,  123434.822,  129148.392,  127872.811,  118016.123
     170.000,   18158.802,   19008.063,   19722.844,   20362.048,   20539.950,   20036.957,   19343.788,   19202.602,   18760.390,   18775.122,   18626.218,   19268.536,   18573.555,   19452.050,   20108.251,   20878.568,   21125.400,   22378.413,   23204.805,   23975.734,   23893.937,   25416.419,   25955.925,   27326.905
     171.000,   26959.105,   28615.578,   29323.119,   30221.822,   30501.706,   30632.747,   31171.830,   32401.265,   32562.629,   33507.536,   33819.336,   34396.148,   32371.155,   33073.030,   32818.253,   34340.809,   34127.563,   35275.811,   35948.820,   37268.553,   37676.794,   39421.434,   39864.476,   38386.842
     172.000,   24861.183,   27195.464,   27898.186,   28875.000,   28652.746,   28630.455,   27841.080,   27090.876,   25998.850,   25923.922,   25286.123,   24103.237,   21496.723,   20797.498,   20023.244,   19419.314,   18946.050,   19584.055,   19566.142,   19976.966,   19443.495,   19569.257,   18926.144,   16398.188
     173.000,   36459.704,   39706.003,   47755.478,   49729.243,   50620.495,   55520.818,   58113.655,   61514.295,   63126.026,   66845.027,   68635.166,   68406.649,   63735.350,   64776.366,   65921.132,   68397.101,   67567.331,   70620.285,   71621.307,   73584.104,   74699.141,   78104.573,   77169.108,   48387.225
     174.000,   23358.802,   23336.487,   23071.557,   22994.914,   23043.261,   22546.957,   22309.880,   22341.098,   22493.037,   22369.900,   21890.819,   20991.301,   19321.779,   19157.286,   19209.170,   19743.223,   19490.237,   20350.210,   20619.582,   21229.440,   21461.233,   22447.630,   22583.388,   23487.738
     175.000,   29273.248,   30754.783,   30912.399,   31494.583,   31048.642,   30614.593,   30557.096,   30637.453,   30243.858,   30545.748,   29916.479,   29055.443,   26318.506,   25936.374,   25726.581,   26033.564,   25895.176,   27005.296,   27342.108,   27813.354,   27887.198,   28909.039,   28541.805,   21868.867
     176.000,   54952.936,   58602.102,   60552.416,   61400.629,   61219.645,   61448.860,   61239.575,   61564.602,   60122.407,   60406.154,   59243.986,   57859.266,   52929.710,   52720.524,   52446.564,   53502.341,   52615.227,   54575.006,   55150.654,   56656.862,   57505.750,   60339.073,   59517.854,   40401.808
     177.000,   74718.834,   78631.629,   79783.315,   79215.851,   79101.129,   78867.965,   80988.888,   82196.925,   82216.391,   84945.068,   84975.615,   86340.896,   85681.330,   83213.900,   81061.441,   82659.286,   83826.970,   84699.610,   84732.940,   85463.340,   85325.080,   88446.565,   88392.401,   83645.578
     178.000,    6293.112,    8526.363,   11470.926,   15853.120,   24735.543,   36765.180,   38825.594,   40750.216,   41779.963,   44001.805,   44832.148,   48673.168,   43955.879,   43214.443,   43309.212,   44521.951,   43384.548,   44364.118,   44607.521,   48145.454,   45631.728,   48780.268,   46923.265,   49279.703
     179.000,   81685.257,   88367.016,   90310.745,   91948.104,   91738.751,   93081.565,   89192.214,   84378.048,   78732.963,   75369.736,   69820.591,   72883.284,   70910.030,   72595.545,   74457.856,   77956.363,   76514.382,   78423.619,   79174.507,   81075.611,   81183.452,   83936.441,   84088.317,   81248.627
     180.000,   16966.636,   18525.955,   18247.194,   18347.348,   16702.323,   15753.372,   17073.669,   18161.637,   17896.421,   18575.327,   19163.953,   19069.608,   17316.062,   15786.387,   16531.275,   17330.005,   17879.317,   19415.774,   19332.030,   18117.789,   17079.013,   18502.812,   18565.675,   17102.495
     181.000,   86454.709,   89267.678,   90484.143,   92265.138,   87375.054,   86818.705,   83580.314,   85218.838,   86559.516,   86905.393,   85236.990,   80067.647,   73539.381,   70131.004,   65599.294,   61922.147,   58656.414,   57075.711,   56175.497,   56373.068,   53730.842,   52790.262,   49670.859,   48678.608
     182.000,   12660.057,   12040.525,   12074.275,   13261.310,   13966.934,   13917.221,   13895.209,   13403.093,   13946.358,   13384.109,   13596.306,   13660.360,   12313.388,   13853.470,   13126.960,   13690.091,   14270.584,   14953.362,   14876.115,   15760.873,   15973.008,   16257.663,   16067.878,   17220.808
     183.000,   14575.009,   12846.340,   14242.855,   14663.895,   12763.597,   14893.765,   15000.645,   13404.753,   13462.691,   15448.137,   16982.310,   19549.952,   19011.749,   17850.218,   18458.083,   21534.263,   21519.229,   21108.064,   20583.597,   20588.608,   20195.333,   20030.470,   20533.410,   20166.115
     184.000,  218506.359,  211547.399,  206391.577,  204858.664,  206158.299,  211498.000,  218854.000,  222902.000,  223693.000,  220353.000,  219609.000,  227872.000,  242592.000,  250452.000,  252946.000,  248004.000,  239267.000,  234279.000,  228688.000,  228373.000,  228612.000,  230902.000,  234574.000,  240637.013
