SECTORNUMBER,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
      85.000,   23481.316,   28686.918,   28238.315,   25144.992,   28831.173,   27608.053,   27087.778,   27082.009,   29299.258,   26484.510,   30716.218,   34079.635,   30930.993,   28194.240,   27196.272,   28404.817,   29855.657,   31375.841,   31805.742,   30203.953,   31850.583,   32902.257,   33197.361,   31406.673
      86.000,   10393.709,   13478.641,   13944.372,   13002.770,   15816.653,   16112.945,   16810.950,   19366.318,   22757.291,   24440.504,   26639.067,   30213.156,   24370.255,   21763.441,   22442.820,   18554.912,   19487.485,   20975.225,   21424.291,   20651.725,   21025.998,   21977.027,   24474.438,   26577.275
      87.000,   46169.446,   49627.293,   51259.856,   54219.960,   51854.745,   53533.969,   52599.051,   55129.553,   56545.754,   55667.192,   52232.665,   44011.500,   31578.083,   31001.727,   29570.208,   31042.781,   31623.971,   31409.558,   33209.834,   33235.705,   33006.649,   33854.369,   35016.707,   35724.499
      88.000,   28267.372,   31172.054,   30198.159,   31681.714,   28080.087,   28362.426,   28003.529,   29774.935,   30620.271,   31173.973,   29914.416,   26610.376,   20333.725,   20477.058,   21201.103,   22366.753,   23272.281,   23343.687,   24501.898,   24661.979,   24412.262,   24447.392,   24735.142,   24294.795
      89.000,    7784.968,    8172.495,    8457.822,    8904.056,    9018.256,    9086.112,    9583.456,    9879.849,   10130.291,   10264.432,   10503.645,    9763.919,    8792.234,    8251.937,    8932.296,    9559.841,    9993.231,   11042.318,   13504.172,   14294.425,   14944.688,   15494.568,   15964.871,   16861.655
      90.000,   49939.329,   54017.276,   54135.637,   62573.089,   59864.226,   64265.527,   67458.859,   69547.990,   76717.230,   80354.605,   81094.736,   86157.156,   80514.997,   81941.787,   83475.304,   84828.528,   91043.496,   86765.726,   88710.956,   88524.258,   86524.884,   90237.913,   91719.115,   91185.475
      91.000,   80247.386,   81760.505,   78410.817,   85255.172,   73026.909,   77224.080,   78522.068,   77268.908,   81673.938,   82074.330,   81932.641,   82863.558,   69840.179,   64992.279,   61135.555,   59235.355,   63003.618,   63555.534,   61497.376,   61029.454,   58371.920,   60517.509,   58509.077,   58118.963
      92.000,  902092.142,  953414.542, 1018000.511, 1084901.935, 1092309.803, 1152852.899, 1200651.160, 1266756.168, 1337086.491, 1376040.441, 1432483.896, 1444510.055, 1200522.328, 1413495.405, 1552997.159, 1650517.467, 1685423.614, 1744082.697, 1764632.701, 1741635.727, 1796150.933, 1850749.463, 1884576.379, 1833921.501
      93.000,  151186.527,  145083.456,  162848.448,  154318.562,  128564.649,  159998.873,  160039.293,  165704.241,  155938.733,  154954.182,  157598.077,  127277.247,   90524.359,  136775.184,  132409.810,  154498.313,  166838.355,  180121.756,  204977.366,  229027.491,  239701.430,  256749.329,  276716.641,  284948.734
      94.000,  194709.002,  196358.309,  201146.730,  196305.341,  201244.309,  198517.944,  196294.020,  198148.349,  193421.961,  197608.100,  195171.665,  190050.482,  183639.840,  195080.582,  193209.811,  189317.135,  187630.900,  191720.384,  192649.121,  190989.994,  198166.191,  196369.673,  200191.212,  203826.155
      95.000,  124535.580,  131698.832,  141784.280,  145537.509,  147078.268,  159555.124,  184096.370,  201367.190,  208849.073,  210986.660,  218002.131,  215073.330,  226128.273,  219672.372,  214581.893,  199048.617,  203433.959,  209780.170,  219823.542,  219038.909,  225730.797,  240607.418,  241472.146,  250453.075
      96.000,  464774.725,  497564.149,  526112.778,  562227.115,  571969.256,  608132.700,  650099.197,  695896.890,  725747.043,  750837.040,  747427.374,  702222.287,  656356.408,  688852.721,  710719.347,  742569.728,  774096.245,  800484.074,  841760.806,  876833.029,  901431.269,  944393.907,  971882.389,  978584.485
      97.000,  206234.104,  211383.476,  210201.067,  204635.880,  169984.369,  162385.062,  172624.280,  186328.459,  188633.143,  192606.599,  200868.390,  191592.341,  177893.071,  184021.730,  203357.018,  193455.169,  203101.459,  208427.406,  215429.638,  217713.226,  226504.419,  236071.891,  249397.468,  165169.438
      98.000,   66131.075,   65710.187,   66938.994,   66795.895,   66739.021,   67699.915,   67975.911,   71177.402,   72269.569,   74832.611,   76139.873,   76052.850,   64713.202,   74510.801,   78892.688,   77887.542,   79582.938,   82759.684,   79613.999,   74829.165,   76637.000,   78026.987,   78019.959,   73047.044
      99.000,   47148.296,   46923.017,   45636.263,   44173.480,   41235.163,   38939.497,   41092.702,   47416.491,   48488.856,   52338.653,   58123.538,   57295.735,   51552.789,   49263.835,   46208.067,   45737.776,   44119.676,   47415.460,   45938.177,   47081.424,   50086.411,   51748.329,   53259.178,   51599.572
     100.000,  211407.882,  217062.556,  226611.054,  231845.228,  232142.105,  281130.071,  257918.902,  278541.425,  300896.227,  307061.467,  308505.869,  292093.812,  251425.176,  267749.667,  280184.997,  291520.327,  294707.408,  314592.365,  323168.552,  320698.292,  332671.011,  336812.199,  352084.110,  341505.262
     101.000,   44653.220,   46644.985,   46342.789,   43605.897,   44481.402,   44948.339,   43921.251,   50086.559,   53889.340,   58764.359,   62095.900,   60805.787,   61096.637,   60114.379,   63681.319,   65929.689,   69603.650,   75947.045,   80312.082,   85424.835,   96912.530,  104677.754,  115033.454,   89952.074
     102.000,   53825.203,   53367.840,   54402.728,   50346.847,   45100.026,   43537.292,   43981.369,   44186.510,   40135.079,   38788.051,   40077.089,   45130.423,   39264.379,   35126.319,   40018.234,   39724.334,   39573.085,   40328.200,   39413.105,   39120.322,   42807.400,   48040.301,   50192.027,   45282.906
     103.000,   72417.838,   80021.617,   87003.496,   93525.581,   95568.011,   94920.888,   96482.462,  104170.446,  110415.958,  118748.165,  126092.733,  124090.563,  110446.128,  114552.064,  121712.780,  127165.324,  128304.943,  136054.718,  142221.877,  140901.499,  137744.474,  140560.344,  147923.360,  139513.736
     104.000,   67211.354,   66852.690,   74287.085,   73519.612,   72318.311,   91474.383,   93568.168,   99819.841,  104311.328,  107341.965,  115783.335,  102868.792,   87510.279,   83156.736,   79074.175,   74238.479,   74233.468,   75674.710,   77264.659,   78549.650,   79088.685,   81135.446,   80897.316,   81053.787
     105.000,   78601.064,   77740.562,   81384.659,   83978.992,   87465.234,   90027.543,   96460.677,  101643.801,  109772.282,  112564.210,  123439.524,  140298.026,  129330.728,  137174.518,  148886.579,  112073.980,  113939.436,  117750.479,  119841.885,  121166.966,  110439.166,  101991.012,   94916.902,   92239.099
     106.000,  101740.810,  106845.989,  111134.574,  111153.367,  105231.787,  100087.274,   93708.346,   93378.879,   91749.868,   91247.202,   87591.327,   81696.454,   71594.858,   70111.523,   68358.899,   61403.991,   62760.684,   65140.157,   65877.123,   68947.379,   72598.158,   76691.689,   81937.843,   81822.119
     107.000,   60648.761,   71546.026,   82224.474,   86928.019,   94097.100,   97465.929,   98335.025,  111610.150,  118913.103,  125924.958,  130959.899,  133374.724,  129402.274,  137610.862,  145127.777,  148068.527,  152913.495,  159541.410,  166303.432,  177807.181,  195435.813,  226291.961,  251772.306,  280806.352
     108.000,  150073.349,  157801.017,  163118.292,  164516.115,  166879.855,  158423.337,  163241.111,  160779.539,  168321.859,  162764.010,  156844.091,  147941.052,  129817.432,  131051.370,  139958.684,  130438.980,  131157.040,  130372.822,  132506.245,  132759.867,  137956.237,  137311.490,  147036.943,  127419.783
     109.000,   13881.146,   14881.492,   16046.386,   16638.296,   16081.840,   15199.853,   16383.550,   17730.554,   19590.211,   20490.863,   20253.414,   25707.447,   31421.079,   37644.340,   44379.459,   50958.187,   51322.744,   53610.784,   56962.965,   57312.665,   57164.992,   58290.124,   60516.779,   56472.592
     110.000,   15318.648,   16905.228,   18826.676,   19650.503,   19673.827,   19500.921,   23192.652,   25686.927,   30501.901,   33069.098,   35401.631,   32030.729,   29397.510,   26622.653,   24036.321,   20701.183,   21217.650,   22319.076,   23746.432,   24056.742,   24744.991,   25076.458,   26176.013,   23108.559
     111.000,  271670.351,  299865.557,  337013.381,  369215.100,  382510.487,  381535.411,  363328.228,  354672.336,  350015.451,  342252.597,  341730.497,  341198.704,  333347.531,  333476.732,  333689.398,  327919.073,  339070.703,  350511.317,  356753.500,  365184.298,  353301.102,  344861.070,  348788.409,  338022.254
     112.000,   23053.273,   29386.191,   37503.093,   48354.193,   57756.161,   61888.310,   67280.301,   76028.385,   97266.020,  114995.709,  130306.413,  147000.388,  155212.077,  172213.763,  189919.450,  199816.065,  205581.477,  222259.060,  248446.021,  277829.324,  292557.952,  308595.721,  319305.190,  338610.837
     113.000,   11658.477,   13608.985,   16403.220,   19029.636,   20839.530,   21380.226,   21887.268,   22714.046,   24510.256,   25640.957,   27001.938,   27841.649,   27030.940,   27009.180,   26492.885,   24889.585,   26249.532,   27689.483,   29406.153,   31173.181,   31680.208,   32724.194,   34039.052,   33691.647
     114.000,   41630.023,   44606.152,   55540.115,   56320.649,   54716.946,   59190.934,   61110.686,   67759.463,   72472.120,   80642.063,   88291.656,   92752.982,   93541.368,  100521.757,  106043.208,  111348.638,  120011.078,  126714.037,  138007.762,  149558.426,  166358.156,  185048.604,  204720.132,  215450.467
     115.000,   10887.338,   11523.981,   14394.310,   15495.077,   16024.781,   17482.904,   18825.474,   21082.579,   22966.560,   24819.849,   27192.597,   32263.789,   35499.494,   41289.154,   49204.401,   58554.548,   64032.189,   70238.773,   78290.473,   88646.871,   99991.902,  114750.726,  129544.414,  137857.165
     116.000,  374131.260,  404905.626,  442872.742,  478951.468,  544004.369,  576353.533,  609121.092,  618699.650,  652027.611,  660442.979,  667276.421,  639715.980,  708843.101,  657917.454,  648373.429,  686697.820,  655691.064,  644895.513,  617542.305,  587347.261,  588774.319,  582219.943,  570484.076,  517453.271
     117.000,  341190.643,  402205.670,  500235.443,  640614.122,  575398.969,  524314.059,  538062.631,  568628.661,  600380.822,  656123.061,  705865.863,  659954.213,  666025.132,  641834.456,  621938.403,  624796.107,  635404.667,  630663.297,  634351.476,  601716.675,  600547.022,  589132.330,  613197.762,  604101.774
     118.000,  412406.407,  420633.948,  419798.584,  442602.876,  447616.117,  457411.625,  477660.450,  501270.407,  535466.599,  540676.519,  575148.023,  565043.413,  481722.539,  464627.893,  493307.663,  505117.802,  526244.073,  590876.136,  644720.419,  658044.663,  681032.366,  703619.025,  712586.376,  709654.319
     119.000,  111988.140,  119368.724,  123783.490,  131256.308,  134767.461,  138631.275,  147006.166,  157006.090,  167534.405,  172840.594,  185056.499,  207239.510,  208632.919,  218634.200,  254010.742,  296673.294,  315223.486,  342232.716,  371329.980,  387194.515,  407727.604,  421183.410,  438313.805,  429923.494
     120.000,  908387.838,  935340.702,  965055.294, 1002230.920, 1025129.199, 1076138.841, 1124127.382, 1235476.316, 1367228.519, 1360330.829, 1342372.117, 1298995.970, 1277792.761, 1311296.379, 1332325.224, 1343783.297, 1408990.540, 1465402.145, 1560841.048, 1607357.455, 1598344.969, 1634603.822, 1662376.022, 1692060.150
     121.000,   98254.707,  104281.247,  111292.539,  118311.562,  112691.636,  100363.933,   98188.163,   99592.340,  102220.416,  109207.540,  108704.352,  109097.524,   88270.238,   92322.874,   94145.473,   99046.796,  108629.823,  119691.865,  125170.633,  132194.884,  137993.778,  143217.687,  151925.236,  139316.240
     122.000,   29424.881,   33676.402,   36339.800,   39504.682,   38511.477,   36667.291,   39582.663,   41981.811,   42161.609,   43470.160,   43186.576,   41990.100,   38026.854,   35966.542,   35507.795,   34692.864,   36519.170,   39478.835,   41660.659,   44239.507,   45221.342,   47443.234,   49295.449,   47718.518
     123.000,   56313.490,   61323.519,   65548.272,   70995.423,   69841.326,   64724.356,   68975.567,   70421.562,   76447.998,   84968.831,   85255.271,   88315.324,   76963.537,   79487.463,   81789.122,   83538.589,   86419.008,   93639.999,   92861.038,   93340.453,   94810.500,  100258.111,  104782.172,   92907.244
     124.000,   98294.230,  121098.223,  127992.177,  136361.273,  136823.898,  133393.401,  139602.046,  141100.165,  146138.565,  147474.197,  147901.563,  154845.980,  135157.819,  143706.341,  152068.750,  156275.569,  163136.884,  171168.628,  168296.027,  168683.870,  169370.337,  178966.187,  183676.365,  169292.863
     125.000,  265581.749,  277770.754,  277858.517,  271147.531,  276658.381,  308963.897,  330234.128,  331438.649,  339615.656,  342804.526,  343593.052,  330477.633,  309384.962,  304828.866,  306989.943,  306776.581,  303851.036,  304935.492,  312914.723,  309765.244,  316762.168,  305162.249,  311175.775,  294195.687
     126.000,  148123.019,  152334.548,  157456.697,  160102.410,  158775.747,  153105.506,  149709.585,  151585.146,  153723.962,  150236.060,  153519.822,  159988.444,  147471.203,  150117.633,  157624.144,  158990.190,  161933.901,  165320.146,  167139.429,  168152.150,  168044.551,  167069.523,  173123.281,  156857.796
     127.000,  191070.229,  205947.653,  206586.169,  223328.561,  227472.873,  215922.851,  222720.259,  252499.819,  278817.939,  287278.569,  289082.734,  295277.287,  280555.085,  274899.457,  280461.535,  286818.042,  281657.053,  296673.309,  307667.683,  314840.662,  312979.374,  318345.152,  326084.801,  310559.985
     128.000,   23497.665,   24292.980,   24187.163,   23984.669,   23000.770,   21610.688,   22391.635,   24561.540,   26149.231,   27092.111,   28876.888,   28750.388,   26452.226,   26241.077,   26582.797,   26569.854,   27480.022,   28625.858,   29688.072,   30546.891,   32021.643,   33205.113,   35101.550,   32786.215
     129.000,  131616.824,  153159.401,  187660.623,  210115.286,  212998.019,  212384.749,  215760.475,  227978.998,  243519.749,  250619.150,  280117.545,  303343.306,  308583.270,  346904.884,  379386.144,  416077.847,  427637.605,  450079.281,  463262.792,  496923.244,  534692.913,  578150.498,  611616.874,  629891.832
     130.000,  142971.520,  154305.453,  162560.964,  170349.616,  170239.968,  172714.477,  173950.795,  169641.487,  175237.820,  177830.177,  190017.691,  202442.129,  198382.627,  209125.425,  226213.241,  239309.663,  245328.881,  263464.384,  274099.744,  284691.116,  299302.616,  314365.932,  335651.237,  320644.537
     131.000,  327715.340,  344764.443,  363198.110,  386730.006,  403567.330,  412172.227,  418725.503,  426440.490,  447043.972,  460032.659,  475168.547,  479260.033,  470667.923,  470752.394,  477907.681,  475625.387,  488205.762,  501565.819,  507355.123,  541249.604,  550118.016,  570962.473,  606662.502,  611680.564
     132.000,  232018.890,  251263.652,  269735.216,  295765.290,  278073.840,  274848.835,  278120.406,  297099.371,  313248.596,  324401.972,  343787.345,  337934.138,  307090.043,  308806.465,  312814.157,  321930.192,  326873.256,  341765.348,  358695.251,  378875.486,  393463.777,  420267.686,  443767.349,  422819.111
     133.000,  102404.966,  104700.341,  105366.988,  110065.197,  107558.277,   97617.356,   97134.985,  101191.473,  105832.846,  109087.321,  114299.229,  116086.784,  108868.715,  110860.363,  113265.626,  116986.163,  118387.538,  126552.463,  129873.065,  132492.679,  140144.855,  144880.913,  150124.413,  134408.611
     134.000,  305982.951,  335007.252,  344321.796,  351766.611,  377418.602,  330920.813,  337348.998,  375745.149,  404279.565,  429130.640,  471103.123,  460903.455,  444963.021,  450008.785,  470220.547,  465623.000,  474880.454,  488003.409,  492978.239,  458949.657,  484215.364,  477589.774,  486251.813,  435777.056
     135.000,   46905.383,   50731.480,   50876.155,   52080.002,   49393.239,   47199.809,   48306.815,   45777.364,   46293.546,   44946.196,   45579.552,   44236.516,   40275.849,   42036.310,   43858.524,   45739.795,   46718.438,   51779.324,   55241.405,   58979.481,   62932.752,   67068.873,   70623.048,   68531.280
     136.000,   11180.034,   12968.943,   14279.419,   15604.881,   15436.157,   15403.464,   17491.037,   19791.626,   22868.381,   25314.999,   28281.888,   27125.502,   26221.157,   26115.278,   25980.329,   26276.072,   26896.957,   29014.223,   31343.022,   33820.521,   36247.128,   37682.317,   40296.036,   39067.040
     137.000,  102037.086,  118736.236,  127760.151,  140755.507,  137325.457,  135907.457,  141119.160,  151381.092,  163771.134,  173925.580,  186588.608,  195536.727,  190900.538,  207644.494,  228566.997,  246325.992,  253968.350,  275963.407,  289104.212,  300671.850,  316689.951,  334697.842,  345809.787,  328969.334
     138.000,   56151.453,   61295.773,   66078.776,   69545.100,   69458.033,   66766.628,   70773.044,   70227.950,   73783.726,   74546.209,   77961.677,   75491.620,   67000.835,   70944.402,   72837.491,   72089.948,   73221.153,   80122.761,   84908.496,   89514.448,   94831.312,   99225.629,  103683.419,   99318.711
     139.000,   31637.597,   34219.571,   35380.187,   36225.307,   33842.418,   30517.912,   31659.904,   33045.709,   36511.222,   37752.725,   39973.302,   42573.691,   37332.756,   38812.351,   39032.741,   37543.130,   38783.607,   42619.683,   45153.647,   48172.932,   51983.682,   57111.365,   59802.388,   43198.014
     140.000,   35123.630,   39595.222,   42005.485,   44195.874,   43155.220,   41182.302,   42472.519,   44762.051,   47979.591,   48717.011,   48834.480,   48288.416,   44598.751,   47336.226,   49956.430,   52728.390,   54298.198,   58371.744,   61267.944,   63830.608,   66648.338,   69526.345,   72203.941,   69433.591
     141.000,   96084.086,  107243.686,  115799.104,  125096.049,  120605.611,  118929.647,  124229.434,  136244.292,  147333.062,  150706.556,  151071.357,  149391.567,  137787.632,  143071.369,  143819.896,  141904.902,  146238.491,  158124.759,  172282.297,  181668.460,  186639.471,  202837.052,  213688.991,  205100.922
     142.000,   43503.504,   45918.997,   46412.558,   46281.575,   42528.317,   39418.408,   39613.719,   40406.638,   40755.665,   39585.044,   39763.169,   37144.421,   33859.615,   34695.917,   35376.261,   33957.943,   34189.033,   36835.201,   38678.169,   40393.740,   42229.633,   43087.972,   44719.245,   42697.737
     143.000,   69732.809,   73322.767,   74201.074,   77398.304,   81788.184,   85645.468,   80647.599,   86196.475,   91453.885,   97671.995,   99153.347,   97835.084,   90804.659,   96996.873,   96354.769,   96588.418,   96262.173,   99041.967,   99283.514,  101801.279,  105056.583,  105826.109,  110540.201,  107321.402
     144.000,   52781.315,   52397.926,   51825.838,   51322.371,   50614.254,   49476.132,   47558.986,   46427.687,   44897.021,   45628.766,   46432.822,   46294.060,   44732.342,   43695.169,   42990.149,   41382.940,   41511.028,   41639.479,   42466.313,   44092.576,   43876.664,   43920.546,   43522.772,   39957.632
     145.000,  180206.886,  187752.656,  195526.117,  204367.838,  214343.280,  229910.999,  226196.322,  217739.982,  214709.278,  219484.198,  222659.536,  224161.526,  223121.862,  225680.032,  225076.349,  220911.580,  217149.614,  216032.729,  216398.392,  217417.382,  218518.036,  219461.405,  220888.253,  215655.648
     146.000,   55588.348,   58817.655,   60680.464,   64599.031,   68203.235,   69026.843,   68678.258,   66276.358,   64982.775,   68516.610,   72372.217,   75065.714,   73999.912,   75949.517,   75842.722,   72782.250,   72931.904,   74534.675,   76979.255,   78549.583,   79385.630,   81367.290,   83877.765,   67854.899
     147.000,  240346.931,  250174.941,  256674.578,  271693.741,  288819.842,  315338.555,  335446.323,  352367.388,  365333.976,  380152.985,  385000.424,  401428.841,  405215.822,  407228.529,  414600.218,  414931.557,  424275.882,  437936.894,  465887.610,  489153.560,  509225.992,  525504.167,  532185.258,  500856.994
     148.000,   93819.560,   96523.081,   98734.760,  102634.131,  107557.903,  112240.000,  111036.000,  113247.000,  113212.000,  112056.000,  112960.000,  112709.000,  109766.000,  109347.000,  108234.000,  107155.000,  105032.000,  105592.000,  107382.000,  109643.000,  111853.000,  113325.000,  113435.000,   87881.000
     149.000,   58831.011,   57997.691,   58523.157,   56822.969,   58041.317,   57452.175,   60325.127,   63263.933,   64883.089,   65965.380,   68122.283,   70118.362,   72567.566,   78424.034,   81312.343,   82152.800,   84300.633,   87567.489,   93482.316,   98737.922,  101691.523,  107588.699,  112018.152,  107844.548
     150.000,   62429.457,   64538.076,   66839.534,   69970.221,   74704.724,   79648.490,   81572.983,   84234.521,   85022.550,   85791.544,   87289.529,   90514.133,   93509.908,   96937.393,  100575.548,  102688.144,  104787.826,  108361.399,  111656.874,  117659.548,  121248.982,  126432.449,  131106.067,  125923.550
     151.000,   24597.040,   27773.755,   29475.802,   32288.252,   35365.082,   37188.361,   38128.497,   39057.256,   38733.619,   39101.768,   38504.376,   42736.633,   46335.697,   48259.553,   51361.885,   52073.044,   53991.265,   56052.448,   58819.117,   62037.927,   64765.237,   68246.603,   70972.258,   72875.723
     152.000,   57831.846,   55852.589,   52786.762,   50431.805,   52148.252,   52791.880,   56181.151,   58758.183,   61648.164,   63920.735,   68229.984,   71569.126,   75560.603,   78268.443,   83214.539,   87310.985,   90728.865,   94298.512,   97723.580,  100420.301,  105070.825,  108511.877,  112672.330,  111579.210
     153.000,   22108.946,   23627.684,   24900.302,   26995.245,   29477.574,   32301.873,   33492.620,   35581.744,   36231.946,   36776.233,   38089.056,   37324.663,   37531.426,   36706.294,   35834.052,   33858.250,   35363.889,   36536.222,   38080.919,   40189.190,   41185.081,   43161.722,   44458.915,   42788.706
     154.000,  548658.069,  572761.189,  586652.065,  609293.915,  640625.585,  673222.535,  675740.137,  684260.384,  704278.827,  726239.646,  741502.188,  770916.540,  801803.968,  811226.929,  829191.405,  851833.976,  866030.668,  887688.446,  942934.014,  984133.156, 1010578.167, 1035490.646, 1065203.272, 1042610.939
     155.000,  165696.226,  164883.552,  163176.120,  161762.666,  165214.759,  169803.307,  176133.328,  179123.068,  184241.023,  190945.883,  195678.836,  199337.830,  201707.323,  206635.852,  208384.956,  209344.202,  215198.901,  217895.149,  222568.907,  225189.652,  226080.676,  225535.620,  221855.213,  210208.565
     156.000,   37719.022,   39931.951,   43074.826,   46554.708,   51168.482,   53905.341,   56028.799,   57152.805,   58687.937,   61719.680,   64459.328,   70687.449,   74713.682,   79761.594,   80072.980,   80483.612,   81780.102,   83493.797,   85062.529,   88633.610,   91655.364,   94445.476,   95031.127,   97434.627
     157.000,   21582.758,   23705.617,   26447.646,   29847.290,   33691.335,   36509.284,   37225.888,   37178.766,   37919.270,   39493.200,   40926.175,   43789.841,   44182.686,   45447.471,   44578.792,   43642.591,   44096.581,   44797.876,   44448.019,   46353.997,   48060.033,   49627.250,   50127.225,   51450.943
     158.000,   43684.865,   43561.162,   42729.047,   45588.910,   48412.150,   49235.992,   49240.588,   48592.283,   48839.459,   48802.892,   50022.426,   50479.543,   50168.577,   50470.580,   48797.850,   47116.929,   46342.001,   47192.314,   47309.870,   48620.333,   50389.719,   53388.848,   54828.010,   44474.613
     159.000,   21251.981,   20662.093,   20790.049,   20271.503,   20672.591,   22097.677,   23387.973,   24581.600,   26287.284,   28578.457,   30853.323,   31282.429,   31067.359,   29592.533,   29145.589,   29202.716,   30283.623,   31559.343,   32538.043,   32655.731,   34072.951,   35143.888,   35945.107,   24294.273
     160.000,   25460.457,   26787.903,   28035.751,   28427.138,   29724.995,   30944.460,   32037.332,   31435.472,   30704.483,   31675.245,   32413.438,   31992.423,   31840.304,   32334.654,   32672.629,   32950.558,   33103.363,   34946.652,   35029.495,   36013.129,   36909.355,   37319.969,   38085.055,   25758.792
     161.000,   14827.759,   14703.598,   14760.202,   15388.177,   16518.912,   17870.886,   19677.580,   20207.068,   21022.664,   22615.666,   24322.341,   24288.815,   24040.191,   23545.589,   23538.455,   24292.335,   24765.577,   25793.269,   27231.183,   27135.218,   28980.098,   30372.716,   30837.387,   22950.371
     162.000,   25844.114,   24938.615,   24677.605,   24297.000,   25093.095,   26864.754,   27958.898,   27386.847,   26394.322,   27546.742,   27777.492,   28758.981,   29642.354,   30101.199,   31508.412,   33476.718,   33928.890,   35803.960,   37819.328,   38000.697,   39190.787,   40802.856,   41485.616,   38136.873
     163.000,    8691.528,    8524.642,    8411.460,    8577.475,    9550.270,    8834.818,    9184.208,    9708.433,   10131.611,   11022.527,   12153.112,   13457.880,   13828.591,   13261.593,   13146.725,   14429.424,   14420.753,   14948.191,   15094.574,   15431.361,   15597.512,   16124.998,   16351.737,   13176.839
     164.000,   10263.759,   11556.327,   12486.788,   13138.993,   13972.358,   14595.485,   14662.310,   14908.896,   14884.034,   14946.066,   15060.404,   14484.786,   13216.657,   12854.880,   12700.613,   12156.984,   12017.422,   12003.617,   12210.836,   12408.397,   12641.613,   12965.878,   13009.742,    6158.920
     165.000,   52271.175,   53278.625,   60169.259,   65127.202,   65671.165,   67985.592,   75081.070,   84389.208,   86975.517,   93135.915,   95002.423,   93128.516,   90194.292,   90716.621,   89405.843,   90010.438,   91280.601,   92709.161,   95405.447,   97266.341,   99590.318,  101189.949,  103354.556,   67157.678
     166.000,   46879.179,   48060.849,   50699.286,   51759.039,   53397.430,   53433.317,   55536.231,   58443.892,   58162.665,   61555.912,   63697.791,   63713.071,   61360.750,   62824.380,   65496.750,   66354.775,   69571.672,   70913.113,   72018.980,   73878.154,   79117.879,   80184.411,   80968.193,   44917.387
     167.000,  130359.772,  132749.976,  136116.521,  146142.418,  133598.438,  135330.020,  139226.804,  147226.157,  151575.611,  155208.871,  154584.568,  154865.254,  148568.132,  156185.518,  164574.025,  174853.832,  179254.453,  188091.001,  196260.795,  199735.294,  200617.322,  200876.248,  204342.283,  131586.076
     168.000,  558969.697,  577912.362,  593440.381,  624526.430,  625552.937,  644587.974,  660802.825,  682295.059,  696582.566,  713150.070,  718052.392,  699932.142,  670233.775,  686421.268,  707966.628,  730464.296,  741082.719,  768093.703,  810830.208,  828836.756,  847805.006,  870168.677,  889376.160,  772377.447
     169.000,  234463.860,  244426.633,  250442.913,  250426.724,  247409.902,  239495.375,  235989.137,  235237.470,  229988.189,  222400.426,  213476.187,  201432.147,  180260.623,  180732.568,  183744.448,  185700.742,  187133.857,  196897.625,  200289.318,  205754.592,  206458.212,  213864.894,  212037.374,  194978.995
     170.000,   39226.602,   39935.709,   39909.316,   38913.262,   37653.508,   34077.588,   34625.018,   35919.931,   35560.986,   37063.283,   37933.010,   39342.099,   40346.260,   42713.856,   46270.159,   47304.965,   47934.394,   50616.182,   52891.475,   53919.150,   53292.179,   55144.929,   57057.241,   60215.203
     171.000,   47913.028,   50779.892,   49887.814,   49825.204,   49516.931,   47745.003,   50662.920,   54417.275,   55110.237,   58185.454,   61692.680,   61120.284,   56886.194,   57233.640,   58460.555,   59671.302,   59291.759,   61182.443,   63410.691,   64571.666,   66087.991,   66738.989,   68400.141,   65370.866
     172.000,   38438.872,   44317.324,   45411.883,   47827.006,   48106.176,   46794.023,   45836.276,   45847.829,   44136.314,   43925.471,   41462.437,   39671.820,   36077.329,   35384.532,   34233.032,   32191.833,   32084.835,   33622.941,   34247.003,   33546.387,   32031.363,   32428.194,   32401.044,   27903.691
     173.000,   39786.790,   43278.247,   48417.120,   50546.832,   50892.581,   56151.786,   58634.062,   61859.912,   64410.418,   66935.524,   69130.513,   68620.694,   63897.962,   65786.958,   66936.394,   67692.253,   69879.472,   72862.234,   73827.771,   74974.689,   78586.118,   84061.215,   84627.547,   51934.919
     174.000,   23127.527,   23105.433,   22843.126,   22767.242,   22815.110,   22323.719,   22898.829,   22119.899,   22270.334,   22148.416,   21674.079,   20702.214,   19813.992,   19101.650,   18630.513,   19218.841,   18392.046,   18579.642,   18691.138,   18731.467,   18958.805,   18516.231,   18195.449,   18667.145
     175.000,   29895.454,   31399.777,   31455.907,   31378.574,   31354.317,   30710.032,   31147.551,   30740.296,   30186.756,   30670.749,   30101.756,   29028.635,   26711.399,   26930.573,   26667.105,   25679.744,   26294.010,   27222.157,   28019.728,   28266.810,   28269.249,   28678.073,   28579.309,   21304.389
     176.000,   64705.160,   68839.200,   71916.788,   72708.678,   71254.628,   70894.453,   71334.259,   72188.429,   70854.615,   69995.372,   69585.113,   67354.225,   62534.814,   62840.394,   62591.779,   63648.910,   63883.460,   66188.258,   67762.796,   68394.923,   70798.684,   74210.084,   74048.251,   50157.756
     177.000,   66401.415,   69846.923,   70766.384,   71834.969,   75277.182,   78247.000,   78768.000,   80500.000,   81323.000,   81563.000,   84499.000,   84087.000,   84833.000,   82390.000,   80288.000,   82389.000,   82997.000,   83861.000,   83894.000,   85308.000,   83646.000,   81487.000,   81345.000,   82012.000
